-67,106,1.648
-67,107,1.567
-67,108,1.506
-67,109,1.426
-67,110,1.389
-67,111,1.393
-67,112,1.408
-67,113,1.309
-67,114,1.098
-67,115,1.018
-67,116,0.989
-67,117,1.012
-67,118,1.012
-67,119,1.016
-67,120,1.023
-67,121,1.112
-67,122,1.19
-67,123,1.256
-67,124,1.311
-67,125,1.354
-67,126,1.385
-67,127,1.255
-67,128,1.215
-67,129,1.265
-67,130,1.346
-67,131,1.413
-67,132,1.466
-67,133,1.493
-67,134,1.587
-67,135,1.749
-67,136,1.635
-67,137,1.581
-67,138,1.589
-67,139,1.64
-67,140,1.613
-67,141,1.507
-67,142,1.277
-67,143,1.09
-67,144,0.946
-67,145,0.842
-67,146,0.773
-67,147,0.739
-67,148,0.808
-67,149,0.89
-67,150,0.986
-67,151,1.151
-67,152,1.246
-67,153,1.271
-67,154,1.08
-67,155,0.996
-67,156,1.018
-67,157,0.985
-67,158,0.936
-67,159,0.872
-67,160,0.784
-67,161,0.895
-67,162,1.206
-67,163,1.323
-67,164,1.265
-67,165,1.033
-67,166,1.137
-67,167,1.223
-67,168,1.29
-67,169,1.341
-67,170,1.39
-67,171,1.436
-67,172,1.546
-67,173,1.571
-67,174,1.511
-67,175,1.644
-67,176,1.616
-67,177,1.427
-67,178,1.457
-67,179,1.483
-66,-180,1.279
-66,-179,1.273
-66,-178,1.227
-66,-177,1.141
-66,-176,1.106
-66,-175,1.079
-66,-174,1.062
-66,-173,1.049
-66,-172,1.123
-66,-171,1.285
-66,-170,1.214
-66,-169,1.102
-66,-168,0.949
-66,-167,0.981
-66,-166,1.085
-66,-165,1.261
-66,-164,1.226
-66,-163,1.184
-66,-162,1.136
-66,-161,1.041
-66,-160,0.972
-66,-159,0.927
-66,-158,1.054
-66,-157,1.104
-66,-156,1.076
-66,-155,0.924
-66,-154,0.872
-66,-153,0.921
-66,-152,1.062
-66,-151,1.143
-66,-150,1.163
